Code,Area,Housing_Average,Housing_Median,CC_w_MSOA,BC_w_MSOA,crime_rate,NOx_index,Num_Schools_MSOA,E02000001,percent_green_blue,AVERAGE_AGE
E02000907,Waltham Forest 013,455897.25,402812.5,4.803162393,44772970.36,73.0,92.0,5,10185.85444,53.30610802,73.58350721333333
E02000908,Waltham Forest 014,407250.5,412750.0,4.912042254,18440615.17,63.0,89.0,7,8892.707555,28.34114035,87.186827668
E02000909,Waltham Forest 015,522978.0,467875.0,4.854076923,14475313.41,75.0,93.0,4,10196.2144,53.30610802,93.979146384
E02000910,Waltham Forest 016,518194.75,498125.0,4.952434783,43992605.66,87.0,100.0,3,9097.550487,34.12237585,96.31133910333334
E02000911,Waltham Forest 017,456395.0,428156.25,4.976521739,15561667.11,218.0,93.0,2,8648.132942,65.88924278,100.27060868999999
E02000912,Waltham Forest 018,470254.5,489562.5,5.065766423,7420583.679,67.0,86.0,4,7612.023303,40.34413038,87.59082091
E02000913,Waltham Forest 019,491432.25,495400.0,5.021309524,31395239.25,107.0,92.0,2,9243.305128,54.77672165,102.184095324
E02000914,Waltham Forest 020,434628.5,411334.0,5.0656,26594562.89,111.0,103.0,1,8561.381669,47.01486563,91.41389276
E02000915,Waltham Forest 021,477021.5,425062.5,4.943846154,16221773.22,67.0,110.0,1,9679.796325,34.1748606,102.97971276399998
E02000916,Waltham Forest 022,380351.25,380000.0,5.22049505,53910751.1,88.0,96.0,4,7070.448463,47.01486563,100.654133376
E02000917,Waltham Forest 023,430735.5,421000.0,5.121186441,42880735.44,70.0,100.0,4,8139.257339,24.57722533,108.20534158800001
E02000918,Waltham Forest 024,481992.0,457625.0,4.978604651,30528784.49,112.0,130.0,3,9185.416403,34.1748606,86.528840174
E02000919,Waltham Forest 025,483748.75,472375.0,5.18939759,55442994.02,61.0,118.0,4,8086.783202,24.57722533,111.20900376
E02000920,Waltham Forest 026,422594.25,440000.0,5.247315436,39848607.75,129.0,106.0,3,7217.036954,35.02632999,82.18721201
E02000921,Waltham Forest 027,413011.5,408187.5,5.145966387,14312219.34,68.0,109.0,2,8060.108961,35.1271579,82.490819815
E02000922,Waltham Forest 028,427883.75,448643.75,5.079652174,29522624.7,69.0,97.0,3,8552.542568,26.09366651,108.40379897166667
E02000923,Wandsworth 001,1014353.5,836468.75,6.059431818,53065058.65,100.0,113.0,3,6300.144916,36.20665067,74.70999965
E02000924,Wandsworth 002,1052342.25,871527.5,6.021943128,30994062.26,86.0,119.0,5,5422.471151,38.18422932,55.69162107714286
E02000925,Wandsworth 003,775871.25,610062.5,6.009255319,58510191.04,80.0,126.0,2,6729.482444,36.20665067,69.81367376
E02000926,Wandsworth 004,805534.5,660048.75,5.901,45861141.08,83.0,115.0,4,7559.987054,36.20665067,53.988354353333335
E02000927,Wandsworth 005,705035.5,647500.0,5.98,20017273.05,72.0,121.0,3,6763.003776,14.93383364,99.4053698675
E02000928,Wandsworth 006,1020853.5,851250.0,5.428947368,36075201.92,75.0,102.0,4,10644.87176,42.9982462,102.794114796
E02000929,Wandsworth 007,504948.0,497118.75,5.810526316,16855378.91,72.0,128.0,2,8026.623125,28.25368768,52.958961945
E02000930,Wandsworth 008,814779.75,770730.25,5.911355932,70410214.25,141.0,125.0,2,7427.870297,14.93383364,95.58644513
E02000931,Wandsworth 009,938194.5,811237.5,5.91872093,123532990.0,50.0,115.0,5,7531.321436,14.93383364,117.16935068000001
E02000932,Wandsworth 010,735530.5,635125.0,5.585649351,124351097.2,161.0,120.0,4,9731.278712,42.9982462,82.96532100166667
E02000933,Wandsworth 011,784083.0,662125.0,5.320756303,91630574.33,61.0,101.0,5,11319.5385,41.68505141,83.572450416
E02000934,Wandsworth 012,779430.75,671875.0,5.747847222,88806062.97,138.0,140.0,7,8517.433092,22.77401662,92.72654333599999
E02000935,Wandsworth 013,884216.0,346750.0,5.027560976,10033082.99,72.0,90.0,7,12658.96371,73.45980054,56.65255032
E02000936,Wandsworth 014,601661.25,548750.0,5.422477876,57988079.6,49.0,108.0,5,10818.95491,37.54161553,65.958790728
E02000937,Wandsworth 015,1216404.5,838563.25,5.747676768,43625174.09,57.0,106.0,6,8720.136716,41.85172746,103.726160656
E02000938,Wandsworth 016,761035.0,610000.0,5.163641026,13651901.46,58.0,93.0,4,11956.32374,41.68505141,67.81603313400001
E02000939,Wandsworth 017,1373092.25,1347281.25,5.806046512,42390000.33,52.0,102.0,6,8249.972716,26.84156257,108.34946408
E02000940,Wandsworth 018,484594.75,470625.0,5.536701031,25840201.73,121.0,111.0,3,9872.386848,29.77471987,63.254175105
E02000941,Wandsworth 019,856646.25,630875.0,5.593275862,50040089.57,58.0,113.0,6,9369.23775,56.58697354,106.09152627833333
E02000942,Wandsworth 020,855075.25,806250.0,5.424036697,61137544.45,40.0,104.0,2,10660.96175,37.54161553,95.22903629666666
E02000943,Wandsworth 021,779176.25,610937.5,5.755959596,55508579.47,120.0,107.0,2,8522.344859,26.84156257,98.482937232
E02000944,Wandsworth 022,435546.75,396500.0,5.280810811,16016638.1,44.0,100.0,2,11311.96696,49.87192539,56.6057376525
E02000945,Wandsworth 023,453636.75,371375.0,5.00031746,28269470.28,80.0,92.0,4,12970.31831,73.45980054,61.7547119625
E02000946,Wandsworth 024,656434.25,571250.0,5.494056604,38304547.44,75.0,104.0,4,9999.303844,26.58598172,92.084042638
E02000948,Wandsworth 026,671275.5,607525.0,5.595057471,45170020.4,54.0,101.0,0,9310.825076,54.02823803,93.040274495
E02000949,Wandsworth 027,860338.75,653375.0,5.566470588,52477219.68,74.0,98.0,5,9731.532797,27.53403167,99.35668968833333
E02000950,Wandsworth 028,591849.0,426375.0,5.186119403,8962193.336,30.0,91.0,4,11812.29604,49.87192539,61.664853201999996
E02000951,Wandsworth 029,720916.0,604375.0,5.606101695,112367458.1,83.0,107.0,2,9705.49332,27.53403167,98.0445644525
E02000952,Wandsworth 030,850920.5,652750.0,5.575,107028845.4,68.0,100.0,3,9696.236692,54.02823803,104.17230127
E02000953,Wandsworth 031,668846.75,639562.5,5.366842105,43665307.98,52.0,106.0,1,10871.56821,26.58598172,85.977399305
E02000954,Wandsworth 032,709372.5,668125.0,5.480350877,62560510.61,57.0,101.0,2,10372.06969,36.73868624,104.6311797625
E02000955,Wandsworth 033,585508.75,540000.0,5.406363636,62445204.84,66.0,99.0,5,10690.44098,36.73868624,108.275951625
E02000956,Wandsworth 034,510107.5,486062.5,5.204054054,20631110.93,100.0,100.0,1,11308.98599,36.73868624,97.0367510425
E02000957,Wandsworth 035,551912.25,521875.0,5.315044248,55510961.57,112.0,106.0,4,11233.81107,20.5477365,99.68364432333334
E02000958,Wandsworth 036,674222.5,652493.75,5.329263158,16730239.05,51.0,93.0,3,10708.44204,37.92863151,100.833780518
E02000959,Wandsworth 037,466605.25,431000.0,5.3325,103795487.8,56.0,98.0,1,10770.58111,37.92863151,96.7703746575
E02000960,Westminster 001,1613727.5,1180750.0,5.896338028,17654746.97,66.0,123.0,8,5531.959145,63.9745039,81.35412894
E02000961,Westminster 002,1829249.5,948750.0,5.837702703,24299382.07,65.0,121.0,7,6715.536857,41.23159724,89.98320416
E02000962,Westminster 003,1411709.25,840625.0,5.970361446,54931482.4,49.0,144.0,3,5876.907974,63.9745039,75.11503116399999
E02000963,Westminster 004,660288.0,642750.0,5.701842105,41754754.76,66.0,121.0,4,8291.061365,21.70429513,96.505770814
E02000964,Westminster 005,587120.25,545625.0,5.76,39070164.07,64.0,129.0,1,7712.900896,21.54290965,99.62986146666667
E02000965,Westminster 006,832047.0,770125.0,5.844615385,27295036.44,64.0,117.0,3,7034.282689,45.48661816,112.30449398
E02000966,Westminster 007,1517533.25,990625.0,5.930989011,14563185.38,73.0,134.0,3,6408.819684,39.76575561,107.83088641
E02000967,Westminster 008,1750436.5,1248125.0,6.120222222,41792506.49,169.0,139.0,4,4773.883318,8.568266956,88.4113968125
E02000968,Westminster 009,644380.25,505000.0,6.039365079,65806843.64,88.0,161.0,5,5575.902271,20.72340069,68.61231388875
E02000969,Westminster 010,728558.0,629000.0,5.882337662,107864488.5,91.0,191.0,5,7048.518232,32.64091873,55.78758292
E02000970,Westminster 011,3128998.75,1795625.0,6.183363871,56931078.95,516.0,190.0,9,4118.705942,10.93702496,96.41649168400001
E02000971,Westminster 012,1280298.0,991875.0,6.206993464,149020212.8,274.0,203.0,5,4864.20569,8.568266956,95.23914238
E02000972,Westminster 013,2228954.5,1821375.0,6.289713376,71827289.03,1877.0,189.0,4,3302.571683,5.74173147,86.727753866
E02000973,Westminster 014,1376047.25,954914.5,5.928617021,13670198.67,117.0,182.0,4,7030.889456,21.83258542,104.794601795
E02000974,Westminster 015,1514079.5,1282906.25,6.148032787,71731124.91,163.0,179.0,2,5455.882199,17.21086601,71.92792039833334
E02000975,Westminster 016,1516021.75,985250.0,6.056168224,52880367.57,116.0,185.0,1,6090.159468,21.27914761,104.487062158
E02000976,Westminster 017,1115374.5,833312.5,5.985979381,59116438.03,197.0,136.0,2,6634.142131,21.27914761,91.86045821666666
E02000977,Westminster 018,2345793.5,1830262.5,6.298445946,62102656.33,1934.0,188.0,3,2976.572595,34.25388144,87.35237745
E02000978,Westminster 019,4348686.5,2716150.25,6.212147887,111051420.5,216.0,135.0,3,5309.486887,65.45267652,101.11787428000001
E02000979,Westminster 020,1548152.75,1173037.5,6.38206422,97335726.04,236.0,166.0,10,3432.018796,34.25388144,82.49722301
E02000980,Westminster 021,1719413.5,1515309.5,6.360238095,85006922.96,72.0,144.0,5,3696.848264,29.79599049,64.871593258
E02000981,Westminster 022,1041675.25,861875.0,6.283505155,35162129.86,84.0,146.0,2,4361.903411,11.1444578,112.50771113799999
E02000982,Westminster 023,1221842.75,974037.5,6.252761905,53890947.25,238.0,158.0,4,4726.011873,29.18603162,76.141157675
E02000983,Westminster 024,924765.0,725500.0,6.287540984,35213077.43,52.0,137.0,5,4325.719632,39.2248948,78.44011368333334
